order_id,order_date,customer_id,city,channel,category,price,quantity,revenue
101518,2024/11/16,780,Москва,social,Одежда,4739.3,3,14217.9
102141,2025-03-17 16:48:21,1089,Новосибирск,email,Книги,1294.67,2,2589.34
100217,10.12.2024,103,Новосибирск,social,Электроника,15375.54,1,15375.54
100303,2025-05-19 10:31:02,155,Москва,ads,Одежда,5150.82,3,15452.46
101494,15.11.2024,770,Краснодар,email,Дом,6796.01,5,33980.05
101110,2024/08/19,564,Екатеринбург,email,Электроника,10709.96,1,10709.96
100752,02/27/2025,381,Казань,organic,Электроника,22831.79,2,45663.58
101921,2024/12/04,985,Новосибирск,social,Дом,3542.21,1,3542.21
101884,02/01/2025,968,Санкт-Петербург,ads,Одежда,1712.62,4,6850.48
101912,2024-07-10 17:46:54,980,Казань,email,Книги,1908.4,1,1908.4
101428,23.05.2024,738,Москва,ads,Красота,3851.6,1,3851.6
100895,2024-12-12 13:19:07,448,Краснодар,organic,Спорт,3865.8,2,7731.6
101730,2024-08-27 16:35:33,892,Новосибирск,social,Книги,1310.05,1,1310.05
101272,2024/12/10,653,Москва,ads,Электроника,6707.29,5,33536.45
102277,29.03.2025,1156,Москва,,Одежда,3428.75,1,3428.75
101054,11/25/2024,530,Москва,social,Одежда,1485.74,1,1485.74
102342,2024/10/31,1188,Краснодар,referral,Спорт,9556.42,1,9556.42
101608,03/14/2025,829,Новосибирск,social,Дом,4680.55,4,18722.2
100039,11/03/2024,20,Краснодар,referral,Красота,4300.87,2,8601.74
101407,2024/11/01,723,Екатеринбург,email,Дом,1455.67,1,1455.67
100440,2025/06/13,228,Екатеринбург,social,Одежда,2991.91,1,2991.91
101353,19.11.2024,696,Новосибирск,ads,Книги,379.21,1,379.21
100220,2024/11/01,104,Москва,social,Электроника,12072.63,3,36217.89
101698,2024/06/13,877,Санкт-Петербург,email,Электроника,18285.44,2,36570.88
101117,01/09/2025,567,Санкт-Петербург,social,Красота,2001.63,1,2001.63
100116,21.10.2024,50,Санкт-Петербург,email,Спорт,10509.44,2,21018.88
100243,06/15/2025,116,Екатеринбург,email,Электроника,8692.24,1,8692.24
100785,2025/03/18,395,Новосибирск,organic,Книги,1040.02,1,1040.02
100622,2024/12/16,316,Казань,email,Спорт,10946.76,2,21893.52
100937,04/03/2025,473,Москва,email,Красота,2807.12,2,5614.24
101696,13.01.2025,877,Краснодар,ads,Книги,363.56,1,363.56
102037,03/23/2024,1037,Санкт-Петербург,referral,Спорт,9447.44,1,9447.44
100975,2024-12-12 22:40:52,490,Новосибирск,ads,Дом,5171.83,2,10343.66
102153,25.12.2024,1093,Краснодар,social,Дом,7122.71,1,7122.71
100905,2025/01/12,453,Краснодар,ads,Книги,555.61,2,1111.22
102272,29.05.2025,1152,Санкт-Петербург,email,Одежда,4199.57,1,4199.57
100502,12/05/2024,258,Краснодар,referral,Книги,810.8,2,1621.6
100106,2024-11-21 18:38:01,43,Екатеринбург,ads,Дом,1923.56,1,1923.56
100128,12/15/2024,57,Краснодар,social,Одежда,1702.19,1,1702.19
101710,03/03/2024,882,Санкт-Петербург,organic,Спорт,4696.02,1,4696.02
100811,07/13/2024,407,Москва,ads,Книги,536.9,1,536.9
100955,2024/12/26,480,Москва,ads,Красота,4995.62,1,4995.62
100876,03/04/2025,436,Казань,referral,Красота,3976.63,2,7953.26
101127,2024-03-29 15:05:07,569,Санкт-Петербург,organic,Дом,1382.86,1,1382.86
102145,2024-03-12 10:36:59,1092,Новосибирск,ads,Спорт,3027.04,3,9081.12
101759,2024/07/05,906,Москва,organic,Электроника,22645.31,2,45290.62
101329,03.11.2024,685,Санкт-Петербург,social,Красота,4130.44,1,4130.44
101109,04/06/2024,564,Казань,ads,Дом,5760.98,1,5760.98
100068,03/27/2025,31,Москва,organic,Электроника,15629.41,1,15629.41
100727,05/07/2024,367,Екатеринбург,ads,Красота,2734.5,1,2734.5
101271,2024-04-06 08:56:38,652,Казань,organic,Красота,3311.83,1,3311.83
100480,05.12.2024,248,Санкт-Петербург,referral,Книги,1555.47,1,1555.47
101520,2025-05-03 16:58:49,782,Санкт-Петербург,ads,Одежда,3921.81,1,3921.81
100095,2024-12-09 08:36:55,42,Казань,email,Спорт,7162.73,1,7162.73
101997,2024/05/27,1025,Москва,ads,Одежда,1282.78,1,1282.78
101392,05/01/2025,714,Казань,social,Спорт,9753.85,1,9753.85
100022,04/10/2025,13,,ads,Спорт,724.36,1,724.36
101576,14.11.2024,810,Новосибирск,ads,Электроника,6098.72,1,6098.72
100723,04/01/2025,367,Краснодар,referral,Книги,2324.99,2,4649.98
101491,2025/05/16,767,Москва,email,Красота,4347.32,2,8694.64
100325,2024-05-27 18:44:25,166,Новосибирск,referral,Спорт,1123.36,1,1123.36
101005,2024/06/28,506,Новосибирск,social,Спорт,11856.85,3,35570.55
101635,19.02.2024,848,Санкт-Петербург,organic,Книги,2428.31,1,2428.31
102038,21.10.2024,1037,Краснодар,organic,Одежда,2554.29,1,2554.29
101354,15.10.2024,697,Санкт-Петербург,social,Электроника,23134.41,2,46268.82
100935,03.05.2025,471,,email,Одежда,923.16,2,1846.32
102046,2024-08-16 10:45:07,1040,Новосибирск,ads,Электроника,7532.73,1,7532.73
101281,10.11.2024,657,Краснодар,referral,Красота,3614.95,1,3614.95
102111,19.01.2024,1073,Краснодар,social,Спорт,2225.23,2,4450.46
102334,24.12.2024,1187,Краснодар,email,Дом,2062.84,1,2062.84
102102,2024-05-25 22:39:27,1067,Новосибирск,ads,Спорт,3546.18,1,3546.18
101023,2024-05-03 08:37:19,512,Краснодар,social,Спорт,2374.28,1,2374.28
100004,2024-09-27 19:29:34,2,Новосибирск,organic,Спорт,1792.9,3,5378.7
101069,04/26/2025,541,Москва,ads,Дом,6241.32,2,12482.64
100313,2024-06-17 14:10:03,162,Екатеринбург,ads,Красота,542.57,4,2170.28
101144,2024-08-28 13:32:52,578,Казань,social,Электроника,7877.27,2,15754.54
101974,11/01/2024,1017,Санкт-Петербург,email,Дом,7725.01,1,7725.01
100738,2024-11-12 09:41:35,374,Санкт-Петербург,social,Одежда,-4477.48,1,-4477.48
102337,30.05.2024,1188,Казань,social,Электроника,12085.09,1,12085.09
102244,06.04.2025,1136,Санкт-Петербург,ads,Электроника,3089.84,1,3089.84
100762,08.12.2024,384,Екатеринбург,organic,Спорт,9831.07,1,9831.07
101628,05.12.2024,842,Санкт-Петербург,ads,Спорт,9285.13,4,37140.52
101336,01/17/2025,690,Москва,organic,Книги,584.74,1,584.74
100186,2025/02/08,88,Москва,referral,Книги,1788.57,1,1788.57
102010,04.06.2024,1029,Новосибирск,social,Электроника,11458.63,2,22917.26
101830,2025-05-05 11:04:54,944,Казань,organic,Красота,626.82,1,626.82
100982,2024/04/07,495,Екатеринбург,referral,Дом,5335.82,60,320149.2
100914,11/04/2024,458,Санкт-Петербург,organic,Одежда,1090.55,2,2181.1
100588,2025-04-30 10:42:59,294,Москва,referral,Одежда,1385.93,1,1385.93
100268,27.12.2024,130,Новосибирск,organic,Электроника,5919.4,1,5919.4
101969,12/08/2024,1015,Казань,ads,Дом,3877.72,1,3877.72
101254,2024/07/26,643,Новосибирск,referral,Спорт,7926.07,23,182299.61
101790,2024-04-08 11:08:49,922,Краснодар,organic,Спорт,5863.17,1,5863.17
102093,2024-12-21 20:21:22,1063,Москва,social,Электроника,24062.9,1,24062.9
102310,2025/01/19,1174,Казань,organic,Красота,1240.46,2,2480.92
101334,27.11.2024,690,Казань,email,Дом,7710.8,1,7710.8
100393,2024/12/26,204,Краснодар,ads,Красота,541.77,1,541.77
101760,11.11.2024,906,Екатеринбург,social,Одежда,5271.64,2,10543.28
100375,2024/05/15,193,Краснодар,organic,Книги,1871.65,2,3743.3
101369,2025-05-21 14:23:27,704,Казань,referral,Одежда,5033.98,2,10067.96
100746,26.03.2024,378,Екатеринбург,social,Одежда,2383.99,1,2383.99
100705,11/24/2024,360,Москва,email,Спорт,2374.27,1,2374.27
101660,2024-10-03 13:15:42,862,Екатеринбург,ads,Красота,4346.43,2,8692.86
100134,2024/03/08,61,Екатеринбург,social,Электроника,20362.99,2,40725.98
100601,2025/01/27,305,Санкт-Петербург,social,Красота,2074.36,1,2074.36
102237,2024-01-03 14:53:10,1132,Москва,ads,Спорт,2256.24,1,2256.24
100593,2024/04/23,299,Санкт-Петербург,referral,Красота,3015.86,1,3015.86
102144,03/08/2025,1091,Краснодар,email,Электроника,18278.32,1,18278.32
100409,10.06.2025,213,Екатеринбург,social,Одежда,3087.47,1,3087.47
101493,07.03.2024,769,Новосибирск,ads,Спорт,9390.31,1,9390.31
100546,2024/11/07,281,Москва,social,Красота,4436.16,1,4436.16
101294,12.03.2024,664,Санкт-Петербург,social,Красота,2418.81,3,7256.43
101440,08/16/2024,744,Санкт-Петербург,organic,Дом,1298.73,1,1298.73
100168,2024/02/12,80,Краснодар,,Красота,4549.2,1,4549.2
100082,2024/06/06,38,Новосибирск,email,Электроника,13151.85,1,13151.85
101059,04.12.2024,534,Екатеринбург,social,Книги,1880.3,2,3760.6
101139,2024/04/02,575,Новосибирск,email,Дом,6414.27,1,6414.27
100054,2025-01-23 21:26:16,22,,organic,Спорт,4393.36,2,8786.72
102192,2024/12/27,1111,Москва,social,Дом,2366.57,2,4733.14
102045,2024/10/18,1039,Екатеринбург,organic,Электроника,18878.69,1,18878.69
100841,2024-12-01 18:23:55,424,Краснодар,referral,Красота,4401.32,1,4401.32
101868,2024/10/14,961,Краснодар,ads,Дом,7604.37,1,7604.37
102110,02.01.2025,1072,Екатеринбург,email,Книги,1033.8,1,1033.8
101846,2024/12/21,952,Москва,organic,Спорт,9923.24,1,9923.24
101689,2024-11-24 17:43:11,874,Краснодар,email,Книги,874.68,1,874.68
101365,2024/10/14,703,Москва,referral,Красота,689.85,2,1379.7
100894,2024-09-09 08:11:02,447,Москва,referral,Дом,7572.49,2,15144.98
100203,03/06/2025,95,Новосибирск,organic,Дом,3566.5,2,7133.0
101677,07.06.2025,869,Казань,referral,Книги,1244.48,1,1244.48
101399,2024/10/04,718,Екатеринбург,ads,Электроника,8535.04,1,8535.04
100394,2024-01-12 16:09:07,205,Москва,social,Красота,3380.53,4,13522.12
101459,07/20/2024,753,Краснодар,social,Книги,2485.99,2,4971.98
100898,30.04.2025,450,Москва,ads,Книги,1661.82,1,1661.82
100954,2024/01/15,479,Казань,organic,Одежда,2610.04,4,10440.16
100556,11/07/2024,284,,ads,Дом,2669.06,1,2669.06
100127,23.12.2024,56,Санкт-Петербург,organic,Красота,924.52,1,924.52
101444,2024-11-30 21:05:06,747,Москва,organic,Книги,2069.96,1,2069.96
102158,2025-03-05 14:59:37,1096,Краснодар,social,Спорт,7834.21,1,7834.21
101780,03/24/2024,919,Краснодар,email,Спорт,3089.23,1,3089.23
101772,02/02/2024,913,Краснодар,organic,Электроника,4534.37,2,9068.74
101233,2024-05-09 12:28:27,634,Казань,ads,Электроника,5646.11,2,11292.22
101575,10.12.2024,810,Казань,referral,Дом,3319.86,1,3319.86
100923,12.12.2024,462,Екатеринбург,email,Книги,1342.64,1,1342.64
100207,13.11.2024,97,Москва,ads,Книги,373.87,1,373.87
101498,2024/04/21,772,Краснодар,referral,Дом,510.95,1,510.95
101738,2024-05-09 13:31:53,894,Краснодар,social,Одежда,815.01,1,815.01
101106,2024/10/28,562,Казань,referral,Электроника,9528.52,1,9528.52
102000,2024/01/25,1026,Краснодар,referral,Красота,2541.85,3,7625.55
101839,06/19/2025,950,Новосибирск,ads,Книги,1723.99,1,1723.99
102186,2024/11/26,1108,Новосибирск,referral,Книги,1365.41,1,1365.41
100038,2024/07/20,20,Казань,referral,Красота,3709.38,2,7418.76
100582,2024-08-06 17:11:21,292,Москва,referral,Красота,3049.45,1,3049.45
100800,06/28/2024,401,Новосибирск,email,Спорт,7627.21,3,22881.63
101740,2024-12-01 22:50:17,895,Москва,organic,Спорт,11908.24,1,11908.24
102008,2024/11/18,1029,Краснодар,email,Электроника,22330.28,2,44660.56
100301,02/27/2024,153,Екатеринбург,ads,Одежда,2185.94,3,6557.82
100461,2024-06-11 08:47:59,236,Екатеринбург,email,Красота,4821.58,4,19286.32
100732,2024-11-23 11:29:30,370,Краснодар,ads,Одежда,3430.09,1,3430.09
102332,2025/03/02,1186,Санкт-Петербург,ads,Одежда,5336.15,1,5336.15
102316,2024/04/07,1177,Казань,organic,Спорт,6299.68,1,6299.68
101675,01/21/2025,868,Санкт-Петербург,referral,Красота,2944.77,1,2944.77
101103,08/02/2024,559,Екатеринбург,ads,Книги,1194.38,1,1194.38
101273,11.08.2024,653,Казань,referral,Одежда,4109.71,1,4109.71
102165,2024/03/22,1100,Екатеринбург,organic,Красота,3914.85,1,3914.85
101318,2025/03/10,677,Казань,ads,Дом,3250.95,1,3250.95
102323,14.12.2024,1182,Санкт-Петербург,ads,Электроника,9930.82,1,9930.82
100783,11.08.2024,395,Екатеринбург,referral,Одежда,3150.82,1,3150.82
100842,02/13/2025,424,Новосибирск,organic,Красота,2443.81,2,4887.62
101758,2024-08-27 22:59:17,906,Краснодар,ads,Спорт,8803.08,1,8803.08
101788,10.05.2024,920,Москва,ads,Одежда,4528.09,1,4528.09
101778,11.04.2024,918,Москва,referral,Одежда,3043.54,4,12174.16
100670,2024-04-12 19:16:32,343,Екатеринбург,email,Дом,5880.4,3,17641.2
100999,07/10/2024,502,Новосибирск,referral,Одежда,2438.58,1,2438.58
100617,04/01/2025,313,Краснодар,email,Дом,3086.9,1,3086.9
100423,2024-12-08 13:05:38,222,Краснодар,email,Электроника,21111.62,1,21111.62
101815,2024-11-27 11:29:00,934,,organic,Одежда,3801.98,1,3801.98
101484,19.06.2025,764,Новосибирск,social,Одежда,5946.16,1,5946.16
100660,2024-06-29 08:46:31,336,Москва,organic,Электроника,8684.73,3,26054.19
100154,01/11/2025,71,Екатеринбург,ads,Красота,1926.85,1,1926.85
100430,2024/11/22,226,Новосибирск,referral,Книги,2196.45,1,2196.45
100173,2025-06-11 22:19:31,83,Москва,email,Одежда,4768.23,1,4768.23
100728,27.08.2024,368,Краснодар,email,Книги,1544.31,3,4632.93
102358,06/06/2025,1197,Санкт-Петербург,social,Книги,768.88,1,768.88
101721,2024-12-15 14:24:07,888,Москва,social,Электроника,3327.86,1,3327.86
101942,21.09.2024,998,Екатеринбург,ads,Электроника,10992.0,1,10992.0
100451,08/20/2024,232,Екатеринбург,ads,Дом,7316.92,1,7316.92
100602,21.11.2024,306,Краснодар,ads,Книги,1860.54,1,1860.54
100080,2025/05/25,37,Казань,ads,Одежда,3495.88,2,6991.76
100525,2025/02/27,273,Казань,referral,Книги,2271.04,1,2271.04
101282,11/06/2024,657,Краснодар,social,Красота,620.6,1,620.6
101373,01/17/2025,707,Санкт-Петербург,social,Дом,4168.85,1,4168.85
101072,23.10.2024,542,Краснодар,social,Красота,2468.87,3,7406.61
100979,03/17/2024,492,Екатеринбург,referral,Книги,778.42,1,778.42
101799,2024-02-10 15:38:43,928,Краснодар,social,Книги,2170.33,2,4340.66
100992,04/19/2024,500,Санкт-Петербург,referral,Книги,1726.44,1,1726.44
101572,2024-12-19 14:06:29,810,Новосибирск,organic,Дом,5861.89,1,5861.89
100804,17.04.2025,401,Новосибирск,organic,Электроника,17055.07,2,34110.14
100158,2024/11/08,75,Новосибирск,social,Красота,1135.94,1,1135.94
100121,12/04/2024,52,Казань,referral,Спорт,5380.28,1,5380.28
101156,24.09.2024,587,Краснодар,organic,Спорт,11606.31,2,23212.62
102055,2025-02-20 21:09:24,1043,,email,Электроника,10080.79,2,20161.58
101765,14.08.2024,909,Казань,referral,Красота,3221.78,1,3221.78
101541,2025-05-24 12:52:38,794,Краснодар,email,Красота,2135.54,1,2135.54
100031,2025-01-13 10:27:08,18,Екатеринбург,referral,Красота,4558.07,1,4558.07
100236,05/19/2024,114,Екатеринбург,ads,Дом,3729.62,3,11188.86
101954,2025/04/13,1005,Новосибирск,referral,Книги,2008.25,1,2008.25
101331,26.01.2024,687,Новосибирск,referral,Красота,3852.54,1,3852.54
101184,2025/01/07,604,Казань,organic,Книги,2275.9,2,4551.8
100333,2024/06/26,171,Краснодар,referral,Красота,440.93,4,1763.72
102265,04/26/2024,1151,Краснодар,referral,Спорт,4797.09,1,4797.09
101892,12/04/2024,972,Санкт-Петербург,organic,Одежда,944.44,1,944.44
101821,08/06/2024,939,Санкт-Петербург,social,Дом,7747.7,1,7747.7
101328,2025/01/05,684,Краснодар,referral,Красота,3502.71,1,3502.71
102033,04/21/2024,1036,Екатеринбург,ads,Дом,612.84,1,612.84
100179,11/02/2024,84,Краснодар,social,Спорт,11893.96,2,23787.92
100295,2024-03-27 12:58:52,148,Москва,organic,Одежда,1830.29,1,1830.29
101507,19.08.2024,776,Екатеринбург,referral,Дом,3956.41,2,7912.82
102227,25.03.2025,1128,Санкт-Петербург,social,Книги,1736.03,1,1736.03
101523,2024/11/26,783,Екатеринбург,organic,Дом,4475.26,1,4475.26
101209,03/15/2024,619,Новосибирск,ads,Книги,1730.38,1,1730.38
100839,2025/01/04,423,Екатеринбург,organic,Дом,7995.84,3,23987.52
102321,2025/05/29,1181,Краснодар,organic,Одежда,1815.24,1,1815.24
102216,04/04/2025,1123,Москва,ads,Спорт,1044.46,1,1044.46
100457,11/10/2024,232,Краснодар,organic,Электроника,6347.28,5,31736.4
101635,19.02.2024,848,Санкт-Петербург,organic,Книги,2428.31,1,2428.31
100913,22.05.2024,457,Екатеринбург,referral,Дом,6895.4,1,6895.4
102274,14.12.2024,1153,Казань,social,Спорт,11824.07,1,11824.07
101081,2025-04-09 16:43:49,544,Краснодар,referral,Дом,1675.45,1,1675.45
102128,2024/12/09,1079,Новосибирск,social,Одежда,1938.93,1,1938.93
101994,2024/09/16,1024,Краснодар,email,Спорт,2310.65,1,2310.65
102208,2024-01-12 17:02:37,1118,Санкт-Петербург,organic,Электроника,16724.57,1,16724.57
102268,01/20/2025,1152,Новосибирск,email,Электроника,19210.23,1,19210.23
102353,24.09.2024,1193,Москва,email,Красота,4698.86,1,4698.86
100157,03/21/2025,74,Екатеринбург,social,Электроника,18989.92,4,75959.68
101613,2024-12-18 19:11:43,833,Екатеринбург,referral,Электроника,10127.49,1,10127.49
100334,08/11/2024,172,Казань,organic,Спорт,10322.92,1,10322.92
101394,2024/09/25,714,Новосибирск,organic,Красота,2063.92,1,2063.92
102214,20.11.2024,1122,Москва,,Дом,6215.67,1,6215.67
102218,04/06/2024,1125,,organic,Красота,4775.19,1,4775.19
101325,2024/05/06,681,Санкт-Петербург,ads,Книги,1565.95,1,1565.95
100946,11/11/2024,475,Москва,referral,Спорт,1132.59,1,1132.59
100237,09/05/2024,115,Екатеринбург,organic,Дом,6011.56,2,12023.12
101352,12/16/2024,695,Казань,organic,Дом,3406.44,2,6812.88
102154,2024/11/20,1094,Москва,email,Электроника,7393.69,1,7393.69
101050,2024-07-29 18:27:34,529,Краснодар,referral,Спорт,5046.69,1,5046.69
100292,11.11.2024,147,Краснодар,referral,Дом,7734.76,1,7734.76
100302,2025/01/02,154,Казань,social,Книги,999.61,2,1999.22
101834,16.02.2024,945,Краснодар,organic,Дом,5978.73,2,11957.46
102264,11/19/2024,1150,Новосибирск,referral,Электроника,13310.16,58,771989.28
101402,2024/12/21,720,Санкт-Петербург,email,Одежда,4949.76,1,4949.76
102236,20.03.2025,1132,Новосибирск,email,Одежда,5468.6,1,5468.6
101990,12/25/2024,1024,Краснодар,ads,Электроника,23553.5,1,23553.5
101220,25.12.2024,627,Краснодар,referral,Одежда,3735.81,1,3735.81
101604,2024-12-15 21:20:02,828,Казань,referral,Спорт,6077.17,3,18231.51
101012,11/10/2024,506,Казань,ads,Книги,606.19,2,1212.38
100487,21.07.2024,249,Санкт-Петербург,organic,Одежда,4762.57,1,4762.57
100274,01/13/2024,134,Казань,email,Спорт,7910.33,1,7910.33
101644,02.12.2024,851,Новосибирск,ads,Электроника,8705.86,1,8705.86
102322,04/08/2024,1182,Новосибирск,organic,Одежда,1674.64,2,3349.28
101801,2024/05/17,929,Краснодар,organic,Книги,1045.44,1,1045.44
101481,11/19/2024,764,Москва,email,Электроника,17473.75,1,17473.75
100433,11/04/2024,227,Казань,organic,Одежда,1854.39,1,1854.39
101363,2024-10-06 19:36:30,703,Краснодар,ads,Красота,1480.09,3,4440.27
100210,11/22/2024,99,Санкт-Петербург,social,Красота,3488.18,2,6976.36
100627,2024-11-27 11:50:57,319,Новосибирск,email,Спорт,4545.54,4,18182.16
100456,04/11/2025,232,,referral,Электроника,-7012.96,1,-7012.96
102249,03/30/2025,1138,Санкт-Петербург,social,Красота,1893.01,1,1893.01
100685,05/18/2025,348,Москва,ads,Спорт,10787.19,1,10787.19
101828,26.10.2024,944,Краснодар,ads,Электроника,16964.29,2,33928.58
101461,08/24/2024,753,Екатеринбург,referral,Спорт,11029.39,2,22058.78
100070,2025-03-29 17:27:19,33,Казань,organic,Одежда,4833.61,1,4833.61
101131,07.01.2025,569,Москва,social,Дом,1193.09,1,1193.09
100162,24.10.2024,76,Екатеринбург,social,Красота,1998.16,1,1998.16
100366,03.04.2024,190,Краснодар,email,Спорт,1104.9,1,1104.9
101706,2024/12/09,881,Краснодар,email,Дом,3215.22,2,6430.44
101719,2024-11-21 18:35:31,887,Новосибирск,ads,Одежда,3511.61,1,3511.61
100315,11/10/2024,162,Санкт-Петербург,organic,Книги,2147.68,1,2147.68
100298,13.12.2024,151,Краснодар,social,Одежда,4165.85,1,4165.85
102065,12/07/2024,1049,Москва,referral,Спорт,2297.21,1,2297.21
100548,12/21/2024,282,Новосибирск,email,Дом,1322.74,1,1322.74
100510,24.12.2024,263,Новосибирск,social,Электроника,5511.63,1,5511.63
101717,22.12.2024,886,Москва,organic,Спорт,7240.16,1,7240.16
100267,2024-08-27 09:45:06,130,Санкт-Петербург,email,Красота,1805.34,2,3610.68
101532,2024/11/22,788,Новосибирск,referral,Дом,3049.48,2,6098.96
100270,26.03.2025,132,Новосибирск,social,Книги,318.64,2,637.28
101636,2024-11-04 09:24:25,849,Санкт-Петербург,ads,Красота,4816.52,1,4816.52
100172,24.10.2024,82,Санкт-Петербург,referral,Спорт,3501.48,1,3501.48
100343,2024/06/30,178,Санкт-Петербург,ads,Одежда,4850.49,1,4850.49
100679,2025-01-13 18:29:05,345,Новосибирск,ads,Одежда,4011.94,4,16047.76
101736,2025-05-03 17:04:28,893,Краснодар,referral,Дом,1827.7,1,1827.7
101787,31.07.2024,920,Санкт-Петербург,ads,Красота,460.01,1,460.01
101210,04/09/2025,620,Москва,email,Электроника,6996.82,1,6996.82
100529,04.04.2024,274,Санкт-Петербург,referral,Дом,6387.08,2,12774.16
102238,2024/12/31,1133,Новосибирск,organic,Одежда,4985.22,2,9970.44
100045,11/28/2024,20,Краснодар,social,Одежда,4981.37,2,9962.74
100657,2024-12-28 14:26:20,334,Краснодар,ads,Книги,741.43,1,741.43
101676,16.10.2024,869,,referral,Книги,2337.7,2,4675.4
100528,2024/08/31,274,Санкт-Петербург,,Дом,3604.02,1,3604.02
100064,2024/09/06,28,Новосибирск,social,Электроника,5047.17,1,5047.17
100986,01/23/2025,496,Москва,ads,Дом,1062.82,1,1062.82
100361,21.06.2025,187,Краснодар,referral,Красота,1845.49,2,3690.98
100514,20.12.2024,265,Москва,ads,Спорт,5827.24,1,5827.24
101639,2024/11/04,850,Санкт-Петербург,organic,Спорт,8052.08,2,16104.16
100711,29.03.2024,363,Казань,email,Книги,755.86,2,1511.72
102039,2025-03-05 14:25:16,1037,Екатеринбург,,Книги,1437.0,1,1437.0
101794,2025-02-06 20:56:57,925,Новосибирск,ads,Дом,7766.29,1,7766.29
101443,05/18/2025,746,Новосибирск,ads,Дом,1386.7,1,1386.7
100921,24.05.2025,461,Новосибирск,organic,Красота,4639.38,1,4639.38
101192,07/05/2024,608,Новосибирск,ads,Красота,2424.2,5,12121.0
100297,07.08.2024,150,Москва,social,Спорт,8420.31,1,8420.31
100535,2024-11-16 22:43:03,275,Новосибирск,organic,Дом,5099.47,1,5099.47
101657,2024-05-21 15:01:02,860,Екатеринбург,email,Книги,440.96,1,440.96
100396,2024-11-22 20:36:54,206,Казань,email,Одежда,1636.96,1,1636.96
102071,01/01/2025,1052,Краснодар,social,Спорт,6077.53,2,12155.06
100667,06.01.2025,342,Новосибирск,email,Спорт,4194.73,4,16778.92
101259,09.05.2025,647,Новосибирск,ads,Дом,2327.6,1,2327.6
